,Author,Book,Filename,Optional years exist,Translated,Year,Years (optional),Scraped Year,Scraped Author
5577,Various,Sacred Books of the East,b'12894-8.txt',0,0,1900,1900,,1839
5578,Various,"In the Yule-Log Glow, Book I",b'18720-8.txt',0,0,1900,1900,,1839
5579,Various,"In the Yule-Log Glow, Book II",b'19084-8.txt',0,0,1900,1900,,1839
5580,Various,Japanese Literature,b'19264-8.txt',0,0,1900,1900,,1839
5581,Various,In The Yule-Log Glow--Book 3,b'20586-8.txt',0,0,1900,1900,,1839
5582,Voltaire,Voltaire's Philosophical Dictionary,b'18569-8.txt',0,0,1900,,1900,
5583,W. G. Collingwood,The Life of John Ruskin,b'13076-8.txt',1,0,1900,1911 1819,1900,
5584,W. H. Hudson,Green Mansions,b'942.txt',0,0,1900,,1900,
5585,W. H. McGuffey,McGuffey's Eclectic Spelling Book,b'15456.txt',0,0,1900,1900,,
5586,Walter Crane,Line and Form (1900),b'25290-8.txt',0,0,1900,1900,,1898
5587,Whitelaw Reid,Problems of Expansion,b'26064-8.txt',0,0,1900,1900,1900,
5588,William A. Quayle,A Hero and Some Other Folks,b'19647-8.txt',0,0,1900,1900,1900,
5589,William Dean Howells,First Visit to New England and Others,b'3398.txt',0,0,1900,1900,,1884
5590,William Dean Howells,Literary Friends And Acquaintances,b'4201.txt',0,0,1900,1900,1900,
5591,William H. Edwards,Football Days,b'18048-8.txt',0,0,1900,1900,,1879
5592,William Henry Frost,Fairies and Folk of Ireland,b'18824-8.txt',0,0,1900,1900,1900,
5593,William Holmes McGuffey,"McGuffey's First Eclectic Reader, Revised Edition",b'14640-8.txt',0,0,1900,1900,,1879
5594,William Holmes McGuffey,"McGuffey's Eclectic Primer, Revised Edition",b'14642.txt',0,0,1900,1900,,1879
5595,William Holmes McGuffey,McGuffey's Third Eclectic Reader,b'14766.txt',0,0,1900,1900,1920,1879
5596,William J Long,Wilderness Ways,b'15950-0.txt',0,0,1900,1900,,1909
5597,William Le Queux,The Czar's Spy,b'10102-8.txt',0,0,1900,1905,1900,
5598,William Morris,Poems By The Way & Love Is Enough,b'15311.txt',0,1,1900,,1900,
5599,William Morris,The Hollow Land,b'15948.txt',0,0,1900,,1900,
5600,William Stearns Davis,A Friend of Caesar,b'15694-8.txt',0,0,1900,1900,1900,
5601,William Wood,The War With the United States,b'14582.txt',1,0,1900,1812 1915 1813,1915,1918
5602,Yves Guyot,Boer Politics,b'17968.txt',0,1,1900,1900,,1910
5603,,"The Mahabharata of Krishna-Dwaipayana Vyasa, Volume 1",b'15474.txt',0,0,1900,,1900,
5604,,"The Mahabharata of Krishna-Dwaipayana Vyasa, Volume 2",b'15475.txt',0,0,1900,,1900,
5605,,"The Mahabharata of Krishna-Dwaipayana Vyasa, Volume 4",b'15477.txt',0,0,1900,,1900,
5606,A. E. W. Mason,Ensign Knightley and Other Stories,b'12859-8.txt',1,0,1901,1901 1680,,1910
5607,A. T. Mahan,Types of Naval Officers,b'18314-8.txt',1,0,1901,1660 1783 1902 1739 1781,1901,1890
5608,A.E.W. Mason,Clementina,b'13567-8.txt',1,0,1901,1901 1719,,1910
5609,Adolph Harnack,"History of Dogma, Volume 1 (of 7)",b'19612-8.txt',0,0,1901,1901,,1886
5610,Adolph Harnack,"History of Dogma, Volume 2 (of 7)",b'19613-8.txt',0,0,1901,1901,,1886
5611,Alfred Castner King,"Mountain idylls, and Other Poems",b'13809-8.txt',0,0,1901,1901,1901,
5612,Alpheus Spring Packard,"Lamarck, the Founder of Evolution",b'20556-8.txt',1,0,1901,1901 1800 1887,1901,
5613,Andrew Lang,The Disentanglers,b'17031.txt',0,0,1901,1903,1901,
5614,Annie Besant,Thought-Forms,b'16269-8.txt',0,0,1901,1901,1941,1908
5615,Anonymous,Moorish Literature,b'10085-8.txt',0,1,1901,1901,,1996
5616,Anonymous,Denslow's Mother Goose,b'18546.txt',0,0,1901,1901,,1996
5617,Arthur F. J. Remy,The Influence of India and Persia on the Poetry of Germany,b'17928-0.txt',0,0,1901,1901,,
5618,Arthur Quiller-Couch,The Laird's Luck,b'12923-8.txt',1,0,1901,1901 1836,1901,
5619,August D. Luckhoff,Woman's Endurance,b'16859-8.txt',0,0,1901,1901,,
5620,Bertha Runkle,Helmet of Navarre,b'14219-8.txt',0,0,1901,1901,1901,
5621,Bret Harte,Under the Redwoods,b'2555.txt',0,0,1901,,1901,
5622,Burton Egbert Stevenson,A Soldier of Virginia ,b'10094-8.txt',0,0,1901,1901,1901,
5623,Charles Alfred Downer,FrÃ©dÃ©ric Mistral,b'17293-0.txt',0,0,1901,1901,,1901
5624,Charles Alfred Downer,Frédéric Mistral,b'17293-8.txt',0,0,1901,1901,,1901
5625,Charles Alfred Downer,Frederic Mistral,b'17293.txt',0,0,1901,1901,1901,
5626,Charles Hemstreet,The Story of Manhattan,b'13842-8.txt',1,0,1901,1901 1609,1901,
5627,Charles King,Ray's Daughter,b'19480-8.txt',0,0,1901,1901,1901,
5628,Charles Kingsley,"Two Years Ago, Volume I",b'10920-8.txt',0,0,1901,1901,,1863
5629,Charles Kingsley,"Two Years Ago, Volume II.",b'10995-8.txt',0,0,1901,1901,,1863
5630,Charles L. Marson,"Hugh, Bishop of Lincoln",b'26065-8.txt',0,0,1901,1901,1901,
5631,Charles W. Chesnutt,The Marrow of Tradition,b'11228-8.txt',0,0,1901,1901,1901,
5632,Conrad Hjalmar Nordby,The Influence of Old Norse Literature on English Literature,b'13786-8.txt',0,0,1901,1901,,1901
5633,Dean Conant Worcester,The Philippines: Past and Present (Volume 1 of 2),b'12077-8.txt',0,0,1901,1901,,1898
5634,E. F. (Edward Francis) Harkins,Little Pilgrimages Among the Men Who Have Written Famous Books,b'45610-8.txt',0,0,1901,1901,,
5635,E.W. Hornung,No Hero,b'11153-8.txt',0,0,1901,1903,1901,
5636,Edward Dyson,The Gold-Stealers,b'16903.txt',0,0,1901,,1901,
5637,Edward Potts Cheyney,An Introduction to the Industrial and Social History of England,b'21660-8.txt',0,0,1901,1916,1901,
5638,Elinor Glyn,The Visits of Elizabeth,b'10959-8.txt',0,0,1901,1901,1901,
5639,Enrico Ferri,The Positive School of Criminology,b'10580-8.txt',0,1,1901,1901,1906,1906
5640,Estelle M. Hurll,Correggio,b'19143-0.txt',0,0,1901,1901,1901,
5641,Evelyn Everett-Green,In the Wars of the Roses,b'15769.txt',0,0,1901,1901,,1885
5642,Evelyn Everett-Green,In the Days of Chivalry,b'13183.txt',0,0,1901,,,1885
5643,Evelyn Everett-Green,The Lord of Dynevor,b'13227.txt',0,0,1901,,,1885
5644,Evelyn Everett-Green,Tom Tufton's Travels,b'13404.txt',0,0,1901,,,1885
5645,Evelyn Everett-Green,A Heroine of France,b'13500.txt',0,0,1901,,,1885
5646,Evelyn Everett-Green,The Sign Of The Red Cross,b'13840.txt',0,0,1901,,,1885
5647,Evelyn Everett-Green,For the Faith,b'14748.txt',0,0,1901,,,1885
5648,Evelyn Everett-Green,The Secret Chamber at Chad,b'15670.txt',0,0,1901,,,1885
5649,Evelyn Everett-Green,French and English,b'15958.txt',0,0,1901,,,1885
5650,Evelyn Everett-Green,The Lost Treasure of Trevlyn,b'16654.txt',0,0,1901,,,1885
5651,F. Marion Crawford,Marietta,b'16100-8.txt',0,0,1901,1901,1901,
5652,Frances Hodgson Burnett,Emily Fox-Seton,b'17226-8.txt',0,0,1901,1901,1909,1911
5653,Frank Norris,The Octopus,b'268.txt',0,0,1901,,1901,
5654,Franz Edelsheim,Operations Upon the Sea,b'27244-8.txt',0,1,1901,1901,1914,1914
5655,Frederick Swainson,Acton's Feud,b'14772-8.txt',0,0,1901,1901,,
5656,G.K. Chesterton,The Defendant,b'12245-8.txt',0,0,1901,1901,1902,1901
5657,Gabrielle E. Jackson,Caps and Capers,b'26549-8.txt',0,0,1901,1901,,1911
5658,Gary N. Galkins,Marine Protozoa from Woods Hole,b'18320-8.txt',0,0,1901,1901,,
5659,George Borrow,Isopel Berners,b'18400.txt',1,1,1901,1901 1825,1901,
5660,George Griffith,A Honeymoon in Space,b'19476-8.txt',1,0,1901,1901 1975,,1894
5661,George Moore,Sister Teresa,b'14614-8.txt',0,0,1901,,1901,
5662,George Sand,The Devil's Pool,b'12816-8.txt',0,0,1901,1901,,1868
5663,George Tyrrell,The Faith of the Millions (2nd series),b'10139-8.txt',0,0,1901,1901,,1909
5664,Gilbert Parker,The March Of The White Guard,b'6223.txt',0,0,1901,,1901,
5665,Gilbert Parker,"The Money Master, Complete",b'6280.txt',0,0,1901,1901,,1896
5666,Gordon Home,Beautiful Britain,b'13890-8.txt',0,0,1901,,,1904
5667,Guy Boothby,My Strangest Case,b'10585-8.txt',0,0,1901,,,1895
5668,H. Rider Haggard,Pearl-Maiden,b'5175-8.txt',0,0,1901,1901,1901,
5669,H. Rider Haggard,Lysbeth,b'5754.txt',1,0,1901,1901 1544,1901,
5670,Hall Caine,The Eternal City,b'19732-8.txt',0,0,1901,1901,1901,
5671,Harold Avery,The Triple Alliance,b'10027.txt',0,0,1901,1901,,1890
5672,Helen Hay,The Rose of Dawn,b'19005-8.txt',0,0,1901,1901,1901,
5673,Henry A. Beers,A History of English Romanticism in the Nineteenth Century,b'15931-8.txt',0,0,1901,1918,1901,
5674,Henry Lawson,Joe Wilson and His Mates,b'1036.txt',0,0,1901,1788,1902,1905
5675,Henry Seton Merriman,The Velvet Glove,b'10342-8.txt',0,0,1901,,,1900
5676,Henry W. Boynton,Washington Irving,b'25908-8.txt',0,0,1901,1901,,1869
5677,Henry Wallace Phillips,Red Saunders,b'12196.txt',0,0,1901,1901,1902,1902
5678,Hezekiah Butterworth,Little Sky-High,b'17616-8.txt',0,0,1901,1901,1901,
5679,Hubert C. Corlette,Bell's Cathedrals: Chichester (1901),b'13331-8.txt',1,0,1901,1901 1815 1650,,1901
5680,Irving Bacheller,D'Ri and I,b'12440.txt',0,0,1901,1901,1901,
5681,J. Atwood.Slater,Original Letters and Biographic Epitomes,b'13203-8.txt',0,0,1901,1901,,
5682,J.W. Mahood,The Art of Soul-Winning,b'14716.txt',0,0,1901,1901,1901,
5683,Jack London,The God of His Fathers,b'1655.txt',0,0,1901,1906,1901,
5684,Jacob Abbott,Nero,b'27312-8.txt',0,0,1901,1901,1902,1849
5685,Jerome K. Jerome,The Observations of Henry,b'17943.txt',0,0,1901,1901,,1889
5686,John Harris,Inferences from Haunted Houses and Haunted Men,b'13934-8.txt',0,0,1901,1901,1901,
5687,John Morley,Studies in Literature,b'12001-8.txt',1,0,1901,1907 1770 1850 1799,1901,
5688,Joseph Conrad,The Inheritors,b'14888-8.txt',0,0,1901,,1901,
5689,Kate Dickinson Sweetser,Ten Boys from Dickens,b'11227-8.txt',0,0,1901,1901,1901,
5690,L. Frank Baum,The Master Key,b'436.txt',0,0,1901,,1901,
5691,Leo Tolstoy,The Forged Coupon and Other Stories,b'243.txt',0,0,1901,,,1886
5692,Louis Becke,"By Rock and Pool on an Austral Shore, and Other Stories",b'12798-8.txt',0,0,1901,,1901,
5693,M.P. Shiel,The Purple Cloud,b'11229-8.txt',0,0,1901,1901,,1905
5694,Mabel Quiller-Couch,Paul the Courageous,b'26087.txt',0,0,1901,1901,,1914
5695,Madison J. Cawein,Weeds by the Wall,b'30830-8.txt',0,0,1901,1901,,
5696,Mary E. Wilkins Freeman,The Portion of Labor,b'18011-8.txt',0,0,1901,,1901,
5697,Mary Hartwell Catherwood,Lazarre,b'15108-8.txt',1,0,1901,1901 1795,1901,
5698,Mary Stuart Boyd,A Versailles Christmas-Tide,b'10813-8.txt',0,0,1901,1901,,1906
5699,Maurus Jokai,Manasseh,b'20892-8.txt',0,1,1901,1901,,
5700,Miles Franklin,My Brilliant Career,b'11620.txt',0,0,1901,1901,1965,1965
5701,Mowbray Morris,Montrose,b'45709-8.txt',1,0,1901,1901 1649 1909,,1887
5702,Mrs. W. G. Waters,The Cook's Decameron: A Study in Taste:,b'930.txt',0,0,1901,1901,,
5703,Myrtle Reed,The Spinster Book,b'18071-8.txt',0,0,1901,1907,1901,
5704,Needom N. Freeman,A Soldier in the Philippines,b'27259.txt',0,0,1901,1901,1901,
5705,Owen Wister,Mother,b'1387.txt',0,0,1901,1901,1907,1902
5706,P. H. Ditchfield,English Villages,b'9197-8.txt',0,0,1901,,1901,
5707,Paul Sabatier,Life of St. Francis of Assisi,b'18787-8.txt',1,0,1901,1919 1209,1901,
5708,Phoebe Allen,The Forbidden Room,b'49389-0.txt',0,0,1901,1901,,1912
5709,Pierre Loti,The Story of a Child,b'6664.txt',0,1,1901,,1901,
5710,Purnendu Narayana Sinha,A Study of the BhÃ¢gavata PurÃ¢na or Esoteric Hinduism,b'39442-0.txt',0,0,1901,1901,,
5711,Purnendu Narayana Sinha,A Study of the Bhâgavata Purâna or Esoteric Hinduism,b'39442-8.txt',0,0,1901,1901,,
5712,Purnendu Narayana Sinha,A Study of the Bhagavata Purana or Esoteric Hinduism,b'39442.txt',0,0,1901,1901,,
5713,R. H. Mathews,The Gundungurra Language,b'21866-0.txt',0,0,1901,1901,,
5714,R. J. Broadbent,A History of Pantomime,b'13469-8.txt',0,0,1901,1901,1901,
5715,Ralph Connor,The Man From Glengarry,b'3287.txt',0,0,1901,,1901,
5716,Robert Bridges,A Practical Discourse on Some Principles of Hymn-Singing,b'21722-8.txt',0,0,1901,1901,1901,
5717,Robert Bridges,"Society for Pure English, Tract 2, on English Homophones",b'14227-8.txt',0,0,1901,,,1912
5718,Robert Hichens,The Prophet of Berkeley Square,b'2463-8.txt',0,0,1901,,1901,
5719,Rossiter W. Raymond,Peter Cooper,b'26498-8.txt',0,0,1901,1901,1901,
5720,Samuel Lover,"Handy Andy, Volume One",b'21817-8.txt',0,0,1901,1901,,1842
5721,Stewart Edward White,The Claim Jumpers,b'10942-8.txt',0,0,1901,1901,1901,
5722,"Stillman, William James","The Autobiography of a Journalist, Volume I",b'11546.txt',0,0,1901,1901,,1898
5723,T. R. Ashworth and H. P. C. Ashworth,Proportional Representation Applied To Party Government,b'14459-8.txt',0,0,1901,1901,,
5724,Theodore Roosevelt,Compilation of the Messages and Papers of the Presidents,b'13891-8.txt',1,0,1901,1901 1858,,1889
5725,Thomas E. Willson,Ancient and Modern Physics,b'10773.txt',0,0,1901,1901,,
5726,Unknown,The Life and Death of Cormac the Skald,b'265.txt',1,1,1901,1250 1300 1901,,
5727,Various,Handy Dictionary of Poetical Quotations,b'15119-8.txt',0,0,1901,1901,,1839
5728,Various,Successful Recitations,b'17378-8.txt',0,0,1901,1901,,1839
5729,W. A. Fraser,The Outcasts,b'19387.txt',0,0,1901,1901,1901,
5730,Walter de la Mare,Collected Poems 1901-1918 in Two Volumes,b'12031-8.txt',0,0,1901,1901,,1906
5731,Will N. Harben,Westerfelt,b'17178.txt',0,0,1901,1901,1901,
5732,William Dean Howells,A Pair of Patient Lovers,b'18605-8.txt',0,0,1901,1901,1901,
5733,William Ernest Henley,Hawthorn and Lavender,b'21662.txt',0,0,1901,1901,1901,
5734,William Henry Venable,A Dream of Empire,b'18840-8.txt',0,0,1901,1901,1901,
5735,William J. Long,Secret of the Woods,b'1901.txt',0,0,1901,1901,,1909
5736,William James,The Varieties of Religious Experience,b'621.txt',0,0,1901,1901,1902,1902
5737,William James Stillman,"The Autobiography of a Journalist, Volume I",b'11546-8.txt',0,0,1901,1901,,1898
5738,William James Stillman,"The Autobiography of a Journalist, Volume II",b'11594.txt',0,0,1901,1901,,1898
5739,Zitkala-Sa,Old Indian Legends,b'338.txt',0,0,1901,,1901,
5740,,"The Love Letters of Dorothy Osborne to Sir William Temple, 1652-54",b'12544-8.txt',0,0,1901,,1901,
5741,,"Great Pictures, As Seen and Described by Famous Writers",b'17478-8.txt',0,0,1901,,1901,
5742,A. E. W. Mason,The Four Feathers,b'18883-8.txt',0,0,1902,1903,1902,
5743,Agnes C. Laut,Heralds of Empire,b'18182-8.txt',0,0,1902,1902,1902,
5744,Alfred Lewis,Wolfville Nights,b'13709.txt',0,0,1902,1902,1902,
5745,Alfred Russel Wallace,Is Mars Habitable?,b'10855-8.txt',0,0,1902,1902,,1907
5746,Alphonse Daudet,The Nabob,b'2077.txt',0,1,1902,,1902,
5747,Amory H. Bradford,The Ascent of the Soul,b'16307-8.txt',0,0,1902,1902,1902,
5748,Amy Brooks,Randy and Her Friends,b'15111-8.txt',0,0,1902,1902,,1907
5749,Andrew Barton 'Banjo' Paterson,Rio Grande's Last Race and Other Verses,b'304.txt',0,0,1902,1902,1904,1896
5750,Anna Sewell,"Black Beauty, Young Folks' Edition",b'11860.txt',0,0,1902,1902,,1877
5751,Arthur Conan Doyle,Songs Of The Road,b'21769-8.txt',0,0,1902,1902,1911,1922
5752,Arthur Jerome Eddy,Two Thousand Miles On An Automobile,b'12380-8.txt',0,0,1902,1902,1902,
5753,Arthur M. Winfield,The Rover Boys In The Mountains,b'13455.txt',0,0,1902,1902,1902,
5754,Arthur Thomas Quiller-Couch,The White Wolf and Other Fireside Tales,b'14817.txt',0,0,1902,1358,1902,
5755,Aubertine Woodward Moore,For Every Music Lover,b'18284-8.txt',1,0,1902,1902 1835 1690,,1900
5756,Augusta Jane Evans Wilson,Infelice,b'17718-8.txt',0,0,1902,1902,,1869
5757,Benjamin Harrison,"A Compilation of the Messages and Papers of the Presidents, Volume IX.",b'13617-8.txt',0,0,1902,1902,,1893
5758,Bret Harte,Openings in the Old Trail,b'2535.txt',0,0,1902,,1902,
5759,Caroline Hadley,Woodside,b'18256.txt',0,0,1902,1902,,1886
5760,Charles Dudley Warner,Fashions in Literature,b'3109.txt',0,0,1902,,1902,
5761,Charles Johnston,"Ireland, Historic and Picturesque",b'12078-8.txt',0,0,1902,1902,1902,
5762,Charles King,A Daughter of the Sioux,b'19023-8.txt',0,0,1902,1903,1902,
5763,Charles Kingsley,The Ancien Regime,b'1335.txt',1,1,1902,1902 1789,,1863
5764,Charles Major,Dorothy Vernon of Haddon Hall,b'14671-8.txt',0,0,1902,1908,1902,
5765,Christiaan Rudolf de Wet,Three Years' War,b'18794-8.txt',0,1,1902,1902,,1902
5766,Compiled by James D. Richardson,A Compilation of the Messages and Papers of the Presidents: Lincoln,b'12462-8.txt',1,0,1902,1902 1861,,
5767,Dietlof Van Warmelo,On Commando,b'15160-8.txt',0,0,1902,1902,1902,
5768,E. W. Hornung,The Shadow of the Rope,b'12590-8.txt',0,0,1902,1906,1902,
5769,Edmund Myer,The Renaissance of the Vocal Art,b'12856-8.txt',0,0,1902,1902,1902,
5770,Edward J. Nankivell,Stamp Collecting as a Pastime,b'18204-8.txt',0,0,1902,1902,1902,
5771,Eleanor S. March,Little White Barbara,b'23399-8.txt',0,0,1902,1902,1902,
5772,Elinor Glyn,The Reflections of Ambrosine,b'11624-8.txt',0,0,1902,,1902,
5773,Ella M. Sexton,Stories of California,b'13232-8.txt',0,0,1902,1903,1902,
5774,Emerson Hough,The Mississippi Bubble,b'14001-8.txt',0,0,1902,1902,1902,
5775,Ernest Crosby,"Captain Jinks, Hero",b'19353-8.txt',0,0,1902,1902,1902,
5776,Estelle M. Hurll,Van Dyck,b'19570-0.txt',0,0,1902,1902,,1905
5777,F. C. L. Van Steenderen,Quatre contes de Prosper Mérimée,b'14115-8.txt',1,0,1902,1902 1803 1870,,
5778,Frances Trego Montgomery,Billy Whiskers,b'19167.txt',0,0,1902,1902,1902,
5779,Francis Lynde,The Master of Appleby,b'17690-8.txt',0,0,1902,1902,1902,
5780,Frank R. Stockton,Kate Bonnet,b'17053-8.txt',0,0,1902,1902,1902,
5781,G. A. Henty,With Kitchener in the Soudan,b'18868.txt',0,0,1902,,1902,
5782,G. le Notre,The House of the Combrays,b'17067-8.txt',1,1,1902,1902 1804,,
5783,G.K. Chesterton,Twelve Types,b'12491-8.txt',0,0,1902,1902,1902,
5784,George Horace Lorimer,Letters from a Self-Made Merchant to His Son,b'21959-8.txt',0,0,1902,1903,1902,
5785,George N. Morang,The Copyright Question,b'14673-8.txt',1,0,1902,1902 1842 1886,1902,
5786,George Washington Cable,Bylow Hill,b'14575.txt',0,0,1902,,1902,
5787,Gertrude Atherton,The Splendid Idle Forties,b'12697-8.txt',0,0,1902,1902,1902,
5788,Gertrude Franklin Atherton,The Conqueror,b'13246-8.txt',0,0,1902,1904,1902,
5789,Gilbert Parker,"Cumner & South Sea Folk, Complete",b'6201.txt',0,0,1902,1902,1910,1896
5790,Godfrey Holden Pike,From Slave to College President,b'27258-8.txt',0,0,1902,1902,,1875
5791,H. Rider Haggard,Stella Fregelius,b'6051.txt',0,0,1902,1904,1902,
5792,Henry Seton Merriman,The Vultures,b'3805-8.txt',0,0,1902,,1902,
5793,Herbert Allen Giles,China and the Chinese,b'18021-0.txt',0,0,1902,1902,1902,
5794,Herbert George Wells,Anticipations,b'19229-8.txt',0,0,1902,1902,1918,1895
5795,Homer and Hesiod,"Hesiod, The Homeric Hymns, and Homerica",b'348.txt',0,1,1902,1902,,
5796,Honoré de Balzac and Alexander Amphiteatrof,Folk-Tales of Napoleon,b'11278-8.txt',0,1,1902,1902,,
5797,Honore de Balzac and Alexander Amphiteatrof,Folk-Tales of Napoleon,b'11278.txt',0,1,1902,1902,,
5798,Howard Pyle,The Story of the Champions of the Round Table,b'10745.txt',0,0,1902,1902,1905,1888
5799,Hugh McHugh,Back to the Woods,b'12609.txt',0,0,1902,1902,,
5800,Jack London,The Cruise of the Dazzler,b'11051-8.txt',0,0,1902,1902,1902,
5801,Jack London,A Daughter of the Snows,b'14654.txt',0,0,1902,1902,1902,
5802,Jagadis Chunder Bose,Response in the Living and Non-Living,b'18986-8.txt',0,0,1902,1902,,1924
5803,James D. Richardson,Messages and Papers of the Presidents: Harrison,b'10815.txt',1,0,1902,1902 1841,,1898
5804,James H. Moon,Water Baptism,b'17222-8.txt',1,0,1902,1902 1019,1902,
5805,James Harvey Robinson,An Introduction to the History of Western Europe,b'26042-0.txt',0,0,1902,1902,1902,
5806,James Mooney,Myths of the Cherokee,b'45634-8.txt',1,0,1902,1902 1540 1654 1784 1838 1900 1840,1902,
5807,James Whitcomb Riley,The Book of Joyous Children,b'15834.txt',0,0,1902,1902,1902,
5808,Jane Addams,Democracy and Social Ethics,b'15487-8.txt',0,0,1902,1846,1902,1910
5809,John A. Hill and Jasper Ewing Brady,Danger Signals,b'19007-8.txt',0,0,1902,1902,,
5810,John G. Nicolay,A Short Life of Abraham Lincoln,b'16332-8.txt',1,0,1902,1904 1832,1902,
5811,John Kendrick Bangs,Olympian Nights,b'17964-8.txt',0,0,1902,1902,1902,
5812,John Lord,"Beacon Lights of History, Volume I",b'10477-8.txt',0,0,1902,1902,,1843
5813,John Lord,"Beacon Lights of History, Volume XI",b'10644-8.txt',0,0,1902,1902,,1843
5814,John Muir,The Grand Cañon of the Colorado,b'12298-8.txt',0,0,1902,1902,,1894
5815,John Muir,The Grand Canon of the Colorado,b'12298.txt',0,0,1902,1902,,1894
5816,Joseph C. Lincoln,"Cape Cod Ballads, and Other Verse",b'11351.txt',0,0,1902,1902,,1908
5817,Joseph Carey,By the Golden Gate,b'12883-8.txt',0,0,1902,1902,1902,
5818,Joseph Conrad,Typhoon,b'1142.txt',0,0,1902,,1902,
5819,Kate Dickinson Sweetser,Ten Girls from Dickens,b'11126.txt',0,0,1902,,1902,
5820,Kate Douglas Wiggin,The Flag-raising,b'2315.txt',0,0,1902,,,1903
5821,L. March Phillipps,With Rimington,b'15131-8.txt',0,0,1902,1902,,1909
5822,Leander Sylvester Keyser,Birds of the Rockies,b'25973-8.txt',0,0,1902,1902,,1917
5823,Lewis Worthington Smith,The Writing of the Short Story,b'27224-8.txt',0,0,1902,1902,,1901
5824,Lilian Bell,Abroad with the Jimmies,b'12184-8.txt',0,0,1902,,1902,
5825,Lilli Lehmann,How to Sing,b'19116-8.txt',0,0,1902,1902,1902,
5826,"Lindsay, Anna Robertson Brown",The Warriors,b'10004-8.txt',0,0,1902,1902,1903,1903
5827,Lucy Smith,History of the Prophet Joseph by His Mother,b'45619.txt',1,0,1902,1902 1855 1852,,1988
5828,M.E. Francis (Mrs. Francis Blundell),"North, South and Over the Sea",b'12150-8.txt',0,0,1902,1902,,
5829,Maksim Gorky,Twenty-six and One and Other Stories,b'14480.txt',0,1,1902,1902,1902,
5830,Mark Lee Luther,The Henchman,b'19148-8.txt',0,0,1902,1902,1902,
5831,Mary Caroline Crawford,The Romance of Old New England Rooftrees,b'21645-8.txt',0,0,1902,1902,1902,
5832,Mary F. Leonard,Mr. Pat's Little Girl,b'15511-8.txt',0,0,1902,1902,,
5833,Mary Johnston,Audrey,b'14513-8.txt',0,0,1902,1902,1902,
5834,Maurice Maeterlinck,The Buried Temple,b'19711-8.txt',0,1,1902,1902,1902,
